donor_id,acquisition_channel,cause,gender,age,socioeconomic_level,initial_amount,current_amount,amount_variance,amount_trend_monthly_pct,spontaneous_upgrade,optimal_upgrade_amount,elasticity_score,months_active,successful_payments,failed_payments,payment_success_rate,consecutive_failed_payments,recency_days,emails_sent,emails_opened,emails_clicked,email_open_rate,email_click_rate,last_email_open_days,last_non_transactional_interaction_days,rfm_recency,rfm_frequency,rfm_monetary,complaint_history,pause_requests,previous_upgrade_requests,upgrade_accepted,upgrade_acceptance_rate,months_since_last_upgrade_request,experiment_group,optimal_intervention_month,upgrade_response,churned,uplift_segment
DON-0936,calle,infancia,F,44,medio_alto,45.19,98.32,1.54,0.0336,1,37.14,0.3778,35,33,2,0.9429,0,15,41,13,2,0.3236,0.0655,47,5,15,9.4,8.1439,0,0,3,1,0.3333,18.0,1,4,1,0,persuadable
DON-0937,calle,educacion,M,58,medio_alto,30.79,61.42,0.25,0.0343,1,20.57,0.3349,29,25,4,0.8621,1,69,25,6,2,0.2591,0.0822,11,23,69,8.6,7.4856,0,0,0,0,,,1,8,0,0,sure_thing
DON-0938,telefono,salud,F,28,medio,18.05,40.11,0.6,0.0509,1,10.62,0.2647,24,21,3,0.875,0,63,20,8,4,0.4466,0.2051,21,71,63,8.8,6.8707,0,0,0,0,,,1,5,0,0,sure_thing
DON-0939,calle,emergencias,M,49,bajo,4.72,6.22,0.04,0.01,0,1.46,0.2353,32,30,2,0.9375,1,12,30,12,1,0.4032,0.0411,16,126,12,9.4,5.2985,0,0,1,0,0.0,3.0,1,7,1,0,persuadable
DON-0940,evento,infancia,otro,34,medio_bajo,9.01,10.05,0.26,0.0105,0,2.39,0.2376,11,10,1,0.9091,0,20,12,1,0,0.1486,0.0399,1,42,20,9.1,4.7145,0,1,2,1,0.5,3.0,1,4,0,0,persuadable
DON-0941,calle,infancia,F,40,bajo,6.81,1.0,0.04,-0.0466,0,0.26,0.2575,20,17,3,0.85,0,33,19,7,0,0.395,0.0055,41,22,33,8.5,3.0445,0,0,0,0,,,0,7,0,0,persuadable
DON-0942,evento,salud,F,42,medio,19.65,16.85,0.24,-0.0204,0,3.46,0.2051,7,6,1,0.8571,1,11,8,1,0,0.1655,0.0407,6,13,11,8.6,4.7787,0,0,3,2,0.6667,1.0,1,8,1,0,persuadable
DON-0943,evento,infancia,M,22,medio,28.81,3.02,1.3,-0.0309,0,0.82,0.2719,29,27,2,0.931,0,35,27,12,2,0.4739,0.1049,81,24,35,9.3,4.4839,0,0,0,0,,,0,3,0,0,persuadable
DON-0944,referido,educacion,M,31,bajo,4.47,3.93,0.84,-0.0152,0,1.05,0.2671,8,8,0,1.0,0,2,7,2,0,0.3709,0.1121,15,37,2,10.0,3.4794,1,0,1,0,0.0,2.0,0,9,0,0,persuadable
DON-0945,calle,educacion,M,59,medio,18.31,3.02,0.55,-0.0246,0,0.86,0.2831,34,30,4,0.8824,0,13,33,20,5,0.6255,0.178,29,0,13,8.8,4.6413,0,0,0,0,,,1,6,1,0,persuadable
DON-0946,calle,infancia,F,53,medio_bajo,12.87,9.97,0.75,-0.0225,0,2.65,0.2662,10,8,2,0.8,0,13,10,5,3,0.5224,0.3061,51,14,13,8.0,4.6121,0,0,2,1,0.5,8.0,0,5,0,0,persuadable
DON-0947,calle,salud,F,41,medio,20.92,41.46,0.81,0.0427,1,9.73,0.2348,23,20,3,0.8696,0,23,22,3,0,0.1519,0.0265,5,50,23,8.7,6.8613,0,0,2,0,0.0,16.0,1,6,0,0,sure_thing
DON-0948,telefono,salud,M,45,medio,20.94,1.0,0.72,-0.0477,0,0.24,0.2408,20,18,2,0.9,0,2,18,3,0,0.1875,0.0184,23,50,2,9.0,3.0445,0,1,3,1,0.3333,16.0,1,5,1,0,persuadable
DON-0949,referido,medio_ambiente,M,38,medio,11.07,11.79,0.04,0.004,0,3.29,0.2792,16,15,1,0.9375,0,2,14,7,2,0.5421,0.1731,8,47,2,9.4,5.2451,0,0,0,0,,,0,3,0,0,persuadable
DON-0950,evento,emergencias,F,59,medio,17.97,28.94,0.14,0.0359,1,6.77,0.2338,17,14,3,0.8235,0,46,15,2,0,0.179,0.0592,21,134,46,8.2,6.2005,0,0,2,1,0.5,1.0,0,6,0,0,sure_thing
DON-0951,evento,educacion,M,39,alto,90.61,93.03,9.72,0.001,0,39.83,0.4281,28,27,1,0.9643,2,7,29,17,2,0.6099,0.0913,25,37,7,9.6,7.8655,0,0,0,0,,,1,6,1,0,persuadable
DON-0952,evento,salud,F,45,medio_bajo,14.99,40.38,0.4,0.0498,1,9.8,0.2427,34,31,3,0.9118,0,7,32,6,0,0.1976,0.0215,5,14,7,9.1,7.2254,0,2,0,0,,,1,4,0,0,sure_thing
DON-0953,calle,educacion,F,56,medio,16.17,12.3,0.77,-0.008,0,2.56,0.2079,30,27,3,0.9,1,29,24,3,3,0.1593,0.133,26,75,29,9.0,5.9135,0,0,2,1,0.5,28.0,1,10,1,0,persuadable
DON-0954,telefono,medio_ambiente,F,31,medio_alto,55.96,174.92,2.1,0.0625,1,69.98,0.4001,34,31,3,0.9118,0,10,29,16,1,0.5713,0.0597,18,22,10,9.1,8.6909,0,0,2,1,0.5,32.0,1,5,1,1,persuadable
DON-0955,online,emergencias,M,62,medio,23.52,10.45,0.56,-0.0371,0,2.2,0.2105,15,15,0,1.0,1,35,14,1,0,0.1047,0.0262,22,12,35,10.0,5.061,0,0,1,1,1.0,13.0,0,8,0,0,persuadable
DON-0956,online,salud,M,22,alto,101.14,186.88,2.48,0.0499,1,86.47,0.4627,17,16,1,0.9412,0,10,19,7,1,0.3742,0.0748,70,36,10,9.4,8.064,0,0,1,1,1.0,17.0,0,6,0,0,sure_thing
DON-0957,online,educacion,F,63,medio,20.87,13.85,0.85,-0.0168,0,3.84,0.2773,20,20,0,1.0,0,28,19,8,2,0.4734,0.1173,19,15,28,10.0,5.6276,0,0,3,1,0.3333,9.0,1,4,1,0,persuadable
DON-0958,calle,educacion,F,37,medio,26.81,38.25,0.2,0.0533,1,10.44,0.2729,8,8,0,1.0,0,14,6,2,1,0.4294,0.176,19,22,14,10.0,5.7268,0,1,3,1,0.3333,5.0,1,5,0,1,sure_thing
DON-0959,calle,infancia,M,38,bajo,7.42,7.03,0.18,-0.004,0,1.91,0.2722,13,12,1,0.9231,0,54,12,5,2,0.4833,0.1743,19,53,54,9.2,4.526,0,0,3,3,1.0,8.0,0,3,0,0,persuadable
DON-0960,evento,educacion,M,18,medio,13.21,32.58,0.39,0.0431,1,9.17,0.2816,34,33,1,0.9706,0,7,36,19,3,0.5395,0.101,29,247,7,9.7,7.011,0,0,0,0,,,0,3,0,0,sure_thing
DON-0961,calle,infancia,F,36,medio_bajo,8.4,17.31,1.77,0.0482,1,4.74,0.2741,22,20,2,0.9091,0,9,22,11,1,0.5137,0.0623,13,46,9,9.1,5.9449,0,2,3,2,0.6667,20.0,0,4,0,0,sure_thing
DON-0962,evento,medio_ambiente,F,28,medio_bajo,8.35,6.21,0.18,-0.0073,0,1.68,0.2711,35,33,2,0.9429,0,70,31,14,2,0.4563,0.0775,48,14,70,9.4,5.3861,0,1,2,2,1.0,22.0,1,5,0,0,persuadable
DON-0963,calle,medio_ambiente,F,34,medio,10.84,15.25,0.56,0.0407,1,3.62,0.2375,10,9,1,0.9,1,26,10,4,0,0.4548,0.0134,10,4,26,9.0,5.0337,0,0,3,1,0.3333,4.0,1,7,1,0,sure_thing
DON-0964,online,emergencias,otro,40,medio,21.96,23.37,0.16,0.0092,0,4.41,0.1886,7,6,1,0.8571,2,29,7,2,0,0.3008,0.1115,10,20,29,8.6,5.1035,1,0,0,0,,,0,13,0,0,persuadable
DON-0965,calle,educacion,M,54,bajo,7.27,3.33,0.02,-0.0339,0,0.85,0.256,16,14,2,0.875,0,7,13,4,0,0.36,0.0297,26,0,7,8.8,3.9942,0,0,1,0,0.0,12.0,0,7,0,0,persuadable
DON-0966,online,educacion,M,44,medio_alto,38.36,60.64,3.94,0.0252,1,23.28,0.3839,23,22,1,0.9565,0,15,19,7,1,0.3742,0.0755,9,28,15,9.6,7.2412,0,0,0,0,,,0,4,0,0,sure_thing
DON-0967,evento,educacion,F,45,medio,24.8,11.58,1.63,-0.0205,0,3.28,0.2836,26,25,1,0.9615,0,7,26,14,1,0.5663,0.0421,2,48,7,9.6,5.7107,0,0,2,1,0.5,8.0,1,5,1,0,persuadable
DON-0968,calle,salud,F,27,medio_bajo,11.28,9.22,0.22,-0.0096,0,2.16,0.2346,19,16,3,0.8421,0,6,20,3,0,0.1721,0.0391,6,32,6,8.4,5.1715,1,0,3,0,0.0,9.0,1,10,0,0,persuadable
DON-0969,evento,emergencias,M,30,medio,17.51,11.63,0.61,-0.0168,0,3.01,0.2587,20,19,1,0.95,0,15,23,7,1,0.3267,0.0442,73,90,15,9.5,5.4536,0,0,3,2,0.6667,11.0,1,5,0,0,persuadable
DON-0970,online,medio_ambiente,M,65,medio_alto,29.94,52.95,0.22,0.0213,1,20.35,0.3843,36,36,0,1.0,1,88,34,21,9,0.6434,0.2893,0,30,88,10.0,7.5534,0,0,2,2,1.0,22.0,0,7,0,0,sure_thing
DON-0971,evento,medio_ambiente,F,32,medio,24.19,17.56,1.49,-0.0196,0,4.82,0.2746,14,12,2,0.8571,0,4,15,8,0,0.5604,0.0265,4,27,4,8.6,5.5087,0,0,3,2,0.6667,4.0,0,4,0,0,persuadable
DON-0972,telefono,infancia,M,63,medio,27.09,14.03,0.1,-0.0268,0,3.26,0.2322,18,13,5,0.7222,1,5,15,8,1,0.5447,0.0921,42,16,5,7.2,5.5355,0,0,1,0,0.0,2.0,1,8,1,0,persuadable
DON-0973,evento,educacion,M,38,medio,23.72,20.69,1.68,-0.0213,0,5.58,0.2699,6,6,0,1.0,0,5,6,2,1,0.3992,0.2119,117,81,5,10.0,4.8294,0,0,0,0,,,1,6,1,0,persuadable
DON-0974,calle,educacion,F,42,medio,10.36,7.2,0.41,-0.0113,0,1.79,0.2484,27,26,1,0.963,1,31,28,14,7,0.5141,0.2649,34,105,31,9.6,5.275,0,0,0,0,,,0,6,0,1,persuadable
DON-0975,calle,medio_ambiente,F,55,alto,82.43,156.32,1.35,0.0249,1,72.1,0.4612,36,29,7,0.8056,0,14,37,17,5,0.468,0.1382,76,171,14,8.1,8.6356,0,2,2,2,1.0,21.0,1,5,0,0,sure_thing
DON-0976,calle,infancia,F,58,medio_alto,27.43,58.1,2.72,0.0373,1,22.96,0.3952,30,29,1,0.9667,0,9,25,11,0,0.4787,0.0333,57,178,9,9.7,7.4639,0,0,1,1,1.0,1.0,0,4,0,0,sure_thing
DON-0977,evento,educacion,M,40,bajo,5.85,8.65,1.25,0.0368,1,1.86,0.2156,13,10,3,0.7692,1,37,10,3,0,0.3406,0.0489,19,177,37,7.7,4.7314,0,0,2,0,0.0,1.0,1,8,1,0,sure_thing
DON-0978,calle,infancia,F,36,medio,25.13,28.51,0.37,0.009,0,7.65,0.2683,15,14,1,0.9333,0,7,16,6,4,0.4368,0.2612,12,56,7,9.3,6.0606,0,0,2,0,0.0,1.0,1,4,0,0,persuadable
DON-0979,online,educacion,F,41,medio_alto,28.87,36.67,2.37,0.0082,0,13.87,0.3783,33,32,1,0.9697,0,9,27,8,2,0.3075,0.0916,30,37,9,9.7,7.0993,0,0,1,0,0.0,14.0,1,6,1,0,persuadable
DON-0980,evento,emergencias,F,46,bajo,7.19,8.06,0.5,0.0045,0,1.93,0.2393,27,24,3,0.8889,0,1,22,3,1,0.1818,0.0618,22,8,1,8.9,5.3873,1,1,2,0,0.0,5.0,1,9,0,0,persuadable
DON-0981,online,medio_ambiente,F,53,alto,133.33,170.65,9.17,0.0233,1,80.96,0.4744,12,10,2,0.8333,0,2,10,5,2,0.5778,0.2278,0,65,2,8.3,7.625,0,1,0,0,,,1,6,0,0,sure_thing
DON-0982,referido,infancia,M,42,alto,153.5,327.46,24.19,0.0436,1,150.19,0.4586,26,22,4,0.8462,0,2,21,8,1,0.4095,0.0747,94,59,2,8.5,9.0496,0,2,3,2,0.6667,6.0,0,6,0,0,sure_thing
DON-0983,calle,educacion,M,50,bajo,7.86,7.99,0.26,0.0055,0,2.33,0.2912,3,3,0,1.0,0,8,3,1,0,0.6116,0.237,25,83,8,10.0,3.2177,0,0,0,0,,,0,4,0,0,persuadable
DON-0984,calle,educacion,M,63,alto,62.55,106.42,3.51,0.026,1,48.77,0.4583,27,23,4,0.8519,0,14,26,10,4,0.401,0.1552,62,27,14,8.5,7.9636,0,0,3,2,0.6667,21.0,1,4,1,0,persuadable
DON-0985,evento,salud,M,46,medio,28.02,5.14,2.43,-0.0272,0,1.4,0.2729,30,27,3,0.9,0,0,27,13,0,0.509,0.0319,39,100,0,9.0,5.0447,1,0,3,2,0.6667,13.0,0,9,0,0,persuadable
DON-0986,online,emergencias,F,46,medio_alto,29.41,50.34,0.96,0.0356,1,16.84,0.3344,20,19,1,0.95,2,4,19,9,3,0.4844,0.18,12,57,4,9.5,6.9155,0,0,0,0,,,1,8,0,1,sure_thing
DON-0987,evento,infancia,F,22,medio,17.86,20.21,0.59,0.0165,0,4.01,0.1984,8,6,2,0.75,1,3,9,1,0,0.1844,0.0254,69,8,3,7.5,5.0918,1,0,2,1,0.5,7.0,1,13,0,0,persuadable
DON-0988,online,salud,F,18,medio,27.03,24.76,0.52,-0.021,0,6.56,0.2648,4,4,0,1.0,0,5,4,1,0,0.348,0.0404,46,10,5,10.0,4.6056,0,0,0,0,,,1,5,0,0,persuadable
DON-0989,calle,educacion,F,47,medio,28.13,34.05,2.13,0.0421,1,7.81,0.2294,5,5,0,1.0,1,3,4,1,0,0.2939,0.0352,16,75,3,10.0,5.1431,0,0,0,0,,,1,9,0,0,sure_thing
DON-0990,referido,educacion,M,40,medio_alto,42.72,31.08,2.48,-0.0272,0,10.94,0.352,10,8,2,0.8,0,4,10,1,0,0.1799,0.0511,55,24,4,8.0,5.7424,2,0,1,1,1.0,7.0,0,10,0,0,persuadable
DON-0991,referido,infancia,M,35,bajo,5.97,1.0,0.18,-0.0582,0,0.25,0.2524,33,28,5,0.8485,0,82,29,10,3,0.3449,0.1361,9,12,82,8.5,3.5264,0,1,1,1,1.0,30.0,1,7,0,0,persuadable
DON-0992,evento,educacion,M,45,medio,24.16,42.12,0.66,0.0354,1,10.86,0.2579,21,21,0,1.0,0,18,21,5,0,0.2793,0.0368,33,24,18,10.0,6.7862,0,0,3,2,0.6667,6.0,1,4,1,0,persuadable
DON-0993,calle,salud,M,41,medio_bajo,13.33,15.63,0.05,0.0216,1,3.0,0.1916,8,8,0,1.0,2,28,8,1,0,0.2162,0.0987,3,7,28,10.0,4.8366,0,0,1,0,0.0,2.0,1,9,1,1,sure_thing
DON-0994,evento,medio_ambiente,M,56,medio,12.43,7.19,0.0,-0.0263,0,1.35,0.1883,16,11,5,0.6875,1,34,15,2,0,0.1334,0.0367,60,100,34,6.9,4.7539,1,0,1,1,1.0,8.0,0,12,0,1,persuadable
DON-0995,online,infancia,F,43,medio,26.2,28.91,0.99,0.0207,1,6.59,0.2281,5,5,0,1.0,1,22,4,1,0,0.2811,0.1257,39,3,22,10.0,4.9805,0,0,0,0,,,1,9,1,0,persuadable
DON-0996,calle,educacion,otro,32,medio,19.63,22.29,0.53,0.0451,1,6.07,0.2725,3,3,0,1.0,0,24,3,1,0,0.4247,0.0755,4,19,24,10.0,4.2176,0,0,0,0,,,1,5,0,0,sure_thing
DON-0997,telefono,infancia,M,54,medio,19.01,29.86,1.51,0.0178,0,7.73,0.2589,32,29,3,0.9062,0,20,37,13,2,0.364,0.0717,0,36,20,9.1,6.8633,0,0,0,0,,,1,5,1,0,persuadable
DON-0998,calle,medio_ambiente,M,39,medio_bajo,9.24,25.38,0.36,0.0832,1,6.05,0.2384,21,17,4,0.8095,0,20,24,5,1,0.2367,0.0608,14,93,20,8.1,6.2804,0,0,3,1,0.3333,5.0,0,5,0,0,sure_thing
DON-0999,telefono,infancia,F,48,medio_bajo,10.09,6.8,1.39,-0.0155,0,1.51,0.2223,21,19,2,0.9048,1,52,23,6,3,0.2995,0.1652,33,68,52,9.0,4.9684,0,1,2,0,0.0,4.0,0,9,0,1,persuadable
DON-1000,online,educacion,M,35,bajo,7.73,2.88,0.08,-0.0571,0,0.67,0.2332,11,11,0,1.0,1,4,10,3,0,0.3322,0.0198,9,1,4,10.0,3.4868,1,0,0,0,,,1,12,1,0,persuadable
DON-1001,calle,salud,F,33,medio,20.96,14.86,4.84,-0.0323,0,3.91,0.2629,9,9,0,1.0,0,6,8,2,0,0.329,0.0717,108,78,6,10.0,4.9033,0,0,1,0,0.0,9.0,1,5,1,0,persuadable
DON-1002,online,educacion,F,43,alto,192.98,90.8,3.41,-0.0588,0,43.99,0.4845,9,8,1,0.8889,0,1,10,6,0,0.634,0.0702,81,45,1,8.9,6.7071,0,0,1,0,0.0,7.0,1,4,1,0,persuadable
DON-1003,referido,infancia,F,42,medio_bajo,6.8,12.35,0.35,0.0742,1,3.08,0.2494,11,10,1,0.9091,0,36,9,2,0,0.2668,0.0501,27,6,36,9.1,4.9189,0,0,0,0,,,1,5,0,0,sure_thing
DON-1004,evento,salud,M,48,alto,158.62,168.0,5.53,0.0099,0,77.6,0.4619,6,5,1,0.8333,0,11,6,2,0,0.4525,0.0356,11,43,11,8.3,6.9167,0,1,0,0,,,1,5,1,0,persuadable
DON-1005,referido,salud,F,38,medio_alto,53.43,151.78,1.19,0.0682,1,57.26,0.3773,27,26,1,0.963,0,47,26,7,0,0.3022,0.01,67,76,47,9.6,8.3185,1,1,2,1,0.5,12.0,0,10,0,1,sure_thing
DON-1006,evento,educacion,F,18,medio,23.58,23.37,0.18,-0.0006,0,4.2,0.1798,14,11,3,0.7857,2,10,13,3,0,0.2696,0.0424,48,41,10,7.9,5.7936,0,0,1,0,0.0,3.0,0,8,0,1,persuadable
DON-1007,evento,emergencias,F,36,medio,22.14,19.1,0.16,-0.0172,0,4.43,0.2321,8,7,1,0.875,2,11,7,5,1,0.7208,0.1595,2,317,11,8.8,5.0357,0,0,1,0,0.0,5.0,1,7,0,0,persuadable
DON-1008,referido,infancia,M,52,medio_alto,44.77,7.25,2.78,-0.0419,0,2.43,0.335,20,18,2,0.9,1,11,23,5,0,0.2298,0.0048,19,31,11,9.0,4.9836,0,0,1,0,0.0,15.0,0,8,0,0,persuadable
DON-1009,calle,salud,M,38,medio_bajo,13.61,13.01,0.32,-0.0019,0,3.1,0.2381,23,17,6,0.7391,0,18,19,5,1,0.2896,0.0794,119,50,18,7.4,5.7045,0,0,0,0,,,1,5,1,0,persuadable
DON-1010,online,infancia,F,38,medio,26.43,42.3,4.3,0.0353,1,10.8,0.2552,17,17,0,1.0,0,29,18,4,2,0.2523,0.1284,18,3,29,10.0,6.5794,0,1,1,0,0.0,12.0,1,5,1,0,persuadable
DON-1011,calle,salud,F,54,medio_alto,29.28,29.76,0.58,0.0033,0,12.43,0.4178,5,4,1,0.8,0,8,5,4,1,0.8379,0.2895,81,75,8,8.0,5.0093,0,0,0,0,,,1,4,0,0,persuadable
DON-1012,telefono,infancia,F,32,medio,26.97,22.88,5.54,-0.0379,0,4.83,0.2109,4,2,2,0.5,0,19,4,0,0,0.209,0.0712,113,44,19,5.0,4.5274,0,0,0,0,,,1,6,0,0,persuadable
DON-1013,telefono,medio_ambiente,F,21,medio_alto,39.49,46.5,0.45,0.0296,1,15.28,0.3286,6,4,2,0.6667,1,4,5,1,0,0.3527,0.0341,14,37,4,6.7,5.6348,1,0,2,2,1.0,5.0,0,13,0,1,sure_thing
DON-1014,calle,medio_ambiente,F,39,bajo,4.27,9.38,0.02,0.0352,1,1.87,0.1992,34,30,4,0.8824,2,16,34,13,2,0.3861,0.0769,100,55,16,8.8,5.7681,0,0,2,1,0.5,31.0,0,9,0,0,sure_thing
DON-1015,evento,salud,M,35,medio_alto,55.44,54.13,1.04,-0.0059,0,18.11,0.3346,4,4,0,1.0,1,15,4,0,0,0.1458,0.0219,4,36,15,10.0,5.3823,0,1,0,0,,,0,8,0,0,persuadable
DON-1016,telefono,medio_ambiente,F,29,medio,18.64,13.06,2.02,-0.0097,0,3.6,0.2754,31,26,5,0.8387,0,43,30,17,1,0.5831,0.0417,5,65,43,8.4,6.006,0,1,3,2,0.6667,20.0,1,4,1,0,persuadable
DON-1017,calle,educacion,F,39,medio,26.17,21.85,0.97,-0.0413,0,6.29,0.2878,4,4,0,1.0,0,45,4,2,0,0.5784,0.1703,9,39,45,10.0,4.4819,0,1,0,0,,,1,4,1,0,persuadable
DON-1018,evento,medio_ambiente,F,48,medio,15.27,31.13,0.11,0.0288,1,6.58,0.2113,36,34,2,0.9444,2,13,33,15,0,0.4571,0.0111,18,33,13,9.4,7.0226,0,0,2,1,0.5,20.0,0,8,0,0,sure_thing
DON-1019,telefono,infancia,F,41,medio,10.08,8.95,0.11,-0.0039,0,1.77,0.1974,29,22,7,0.7586,1,0,23,3,1,0.167,0.0701,5,6,0,7.6,5.5628,0,0,0,0,,,0,10,0,0,persuadable
DON-1020,calle,educacion,M,45,medio_alto,42.34,1.0,0.79,-0.0704,0,0.36,0.3578,20,18,2,0.9,0,37,19,3,0,0.1584,0.0279,12,28,37,9.0,3.0445,1,0,0,0,,,1,11,0,0,persuadable
DON-1021,evento,infancia,F,65,medio,12.0,3.29,0.54,-0.0346,0,1.0,0.3051,21,19,2,0.9048,0,0,22,18,1,0.8273,0.0765,3,34,0,9.0,4.2498,1,0,1,0,0.0,14.0,1,9,1,0,persuadable
DON-1022,calle,medio_ambiente,M,37,medio_alto,51.4,91.45,1.04,0.0269,1,32.74,0.358,29,25,4,0.8621,0,13,31,5,0,0.1907,0.0239,16,44,13,8.6,7.8835,0,0,2,0,0.0,21.0,1,6,0,0,sure_thing
DON-1023,telefono,salud,M,45,medio,15.52,15.43,1.07,-0.0003,0,4.29,0.2778,22,19,3,0.8636,0,0,17,9,1,0.5869,0.0951,52,27,0,8.6,5.8303,0,0,1,0,0.0,18.0,1,6,0,0,persuadable
DON-1024,telefono,medio_ambiente,F,35,medio_bajo,9.44,4.22,0.45,-0.0241,0,1.05,0.2481,23,22,1,0.9565,0,8,25,5,0,0.2155,0.0377,27,7,8,9.6,4.5856,0,0,2,1,0.5,6.0,1,6,0,0,persuadable
DON-1025,telefono,infancia,M,30,bajo,3.44,4.44,0.36,0.0116,0,1.04,0.2342,25,22,3,0.88,0,20,24,3,0,0.1376,0.0325,49,7,20,8.8,4.7185,0,0,1,0,0.0,1.0,0,6,0,0,persuadable
DON-1026,online,medio_ambiente,F,34,bajo,4.43,2.28,0.15,-0.0152,0,0.63,0.2748,32,32,0,1.0,0,9,32,14,3,0.4478,0.0949,4,57,9,10.0,4.3035,1,0,2,1,0.5,10.0,1,7,0,0,persuadable
DON-1027,referido,emergencias,M,35,medio,25.63,19.21,0.52,-0.0093,0,4.75,0.2474,27,26,1,0.963,0,52,31,6,0,0.2036,0.0255,15,48,52,9.6,6.2532,0,0,2,1,0.5,18.0,1,4,1,0,persuadable
DON-1028,referido,salud,M,46,medio,13.03,13.85,3.64,0.0019,0,2.84,0.2054,33,33,0,1.0,3,20,30,19,3,0.6537,0.1113,1,13,20,10.0,6.127,0,0,3,1,0.3333,15.0,1,6,1,0,persuadable
DON-1029,online,salud,F,72,medio_alto,47.65,131.34,1.05,0.0606,1,47.64,0.3627,29,29,0,1.0,0,20,32,4,1,0.1272,0.0317,13,26,20,10.0,8.2453,0,0,2,0,0.0,3.0,0,4,0,0,sure_thing
DON-1030,referido,salud,F,32,medio_alto,57.11,181.34,1.6,0.0604,1,67.69,0.3733,36,34,2,0.9444,0,9,37,10,1,0.2773,0.03,28,16,9,9.4,8.784,0,0,0,0,,,1,5,0,0,sure_thing
DON-1031,calle,infancia,F,36,bajo,6.4,3.26,0.53,-0.0491,0,0.92,0.2832,10,9,1,0.9,0,0,10,6,1,0.6123,0.1367,25,8,0,9.0,3.5145,0,0,3,1,0.3333,3.0,1,5,0,0,persuadable
DON-1032,evento,medio_ambiente,F,41,medio_bajo,13.11,15.33,0.06,0.0081,0,3.56,0.232,21,17,4,0.8095,0,26,20,3,0,0.1725,0.0195,1,17,26,8.1,5.7774,0,1,1,0,0.0,11.0,1,5,1,1,persuadable
DON-1033,calle,educacion,F,47,medio_bajo,6.09,1.0,0.15,-0.0336,0,0.25,0.251,28,25,3,0.8929,0,25,25,7,1,0.2959,0.0464,1,13,25,8.9,3.3673,0,0,0,0,,,1,7,0,0,persuadable
DON-1034,calle,infancia,M,45,medio,15.01,5.15,0.07,-0.0219,0,1.36,0.264,30,26,4,0.8667,0,15,30,13,1,0.4464,0.0445,10,3,15,8.7,5.0466,1,2,0,0,,,1,9,1,1,persuadable
DON-1035,calle,infancia,M,58,medio_bajo,13.95,10.12,0.1,-0.0458,0,2.68,0.2645,6,6,0,1.0,0,10,5,1,0,0.3454,0.0025,44,31,10,10.0,4.1226,0,0,2,0,0.0,2.0,1,6,1,0,persuadable
DON-1036,evento,infancia,M,18,medio_bajo,12.15,5.72,0.0,-0.016,0,1.43,0.2497,33,29,4,0.8788,0,15,29,8,0,0.2935,0.0185,0,26,15,8.8,5.2458,0,0,2,0,0.0,17.0,1,7,1,0,persuadable
DON-1037,online,medio_ambiente,F,18,alto,145.93,78.17,0.07,-0.0258,0,36.76,0.4703,18,17,1,0.9444,0,27,20,8,1,0.4472,0.0776,28,56,27,9.4,7.25,0,0,0,0,,,1,5,0,0,persuadable
DON-1038,evento,emergencias,F,35,medio_alto,48.23,71.82,1.15,0.0408,1,26.24,0.3653,12,11,1,0.9167,0,24,11,2,0,0.2199,0.075,6,43,24,9.2,6.7602,0,0,3,0,0.0,11.0,1,4,0,0,sure_thing
DON-1039,calle,infancia,M,56,medio_bajo,9.14,7.47,0.76,-0.0153,0,1.53,0.205,12,12,0,1.0,2,21,13,4,0,0.3497,0.0527,86,18,21,10.0,4.5069,0,0,0,0,,,1,7,0,1,persuadable
DON-1040,online,salud,F,21,medio,10.89,5.1,0.48,-0.0484,0,1.26,0.2477,11,11,0,1.0,0,46,10,1,0,0.177,0.0354,16,30,46,10.0,4.0448,0,0,0,0,,,1,4,0,0,persuadable
DON-1041,online,infancia,F,18,medio,25.69,31.04,1.29,0.0099,0,8.31,0.2677,21,20,1,0.9524,0,18,21,8,1,0.4152,0.0568,1,34,18,9.5,6.4813,1,0,2,1,0.5,7.0,0,9,0,0,persuadable
DON-1042,referido,emergencias,M,49,medio_alto,48.75,53.55,1.79,0.0047,0,16.94,0.3163,21,20,1,0.9524,2,0,25,7,1,0.3006,0.0687,37,112,0,9.5,7.026,0,2,2,0,0.0,20.0,0,9,0,1,persuadable
DON-1043,online,infancia,M,45,medio,19.46,20.03,1.67,0.0021,0,5.07,0.2532,14,12,2,0.8571,0,19,16,5,1,0.3463,0.0649,19,180,19,8.6,5.6398,0,2,2,0,0.0,12.0,1,6,0,0,persuadable
DON-1044,evento,medio_ambiente,F,27,medio_bajo,14.0,19.94,1.49,0.0283,1,5.58,0.2796,15,14,1,0.9333,0,18,13,7,0,0.5498,0.0091,63,76,18,9.3,5.7041,0,0,1,0,0.0,5.0,1,4,0,0,sure_thing
DON-1045,referido,educacion,F,29,medio_alto,36.77,83.39,3.48,0.047,1,30.47,0.3654,27,27,0,1.0,0,1,30,4,0,0.1544,0.0268,31,37,1,10.0,7.7198,0,0,0,0,,,0,4,0,0,sure_thing
DON-1046,evento,educacion,F,29,medio,15.89,16.6,1.33,0.0017,0,4.24,0.2555,27,24,3,0.8889,1,11,25,16,1,0.6439,0.0504,35,118,11,8.9,6.1075,0,1,0,0,,,0,8,0,0,persuadable
